event_time,serial,group_id,group_name,protocol,src_ip,dst_ip,dst_port,upward_flow,downward_flow,ttl_day,inif,outif
1654151700,7x0012020030301020c2e,12,网站,TCP,172.25.22.66,196.6.27.190,8080,1630,20812,2022/6/2,WAN2,GLINK-99
1654151700,7x0012020030301020c2e,12,网站,TCP,172.25.9.37,196.6.27.190,8080,2209,36938,2022/6/2,WAN2,GLINK-99
1654151700,7x0012020030301020c2e,12,网站,TCP,172.25.4.16,196.6.27.190,8080,695,1365,2022/6/2,WAN2,GLINK-99
1654151700,7x0012020030301020c2e,12,网站,TCP,172.25.9.51,196.6.27.190,8080,2263,37581,2022/6/2,WAN2,GLINK-99
